blind_id,candidate_id,original_layer,citation,first_reviewer_source_label,first_reviewer_report_access,first_reviewer_decision,first_reviewer_reason
R419,E388,TRANSFER,"Corey T. White. r.dem: GRASS addon toolset for DEM co-registration, differencing, and topographic change analysis. Open MIND. 2026. https://doi.org/10.5281/zenodo.21940776",Corey T,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R420,E36,CORE,"TUCCI G, GEBBIA A, CONTI A, et al. Monitoring and Computation of the Volumes of Stockpiles of Bulk Material by Means of UAV Photogrammetric Surveying[J]. Remote Sensing, 2019, 11(12): 1471. DOI: 10.3390/rs11121471.",Tucci 2019,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R421,E180,EXCLUDE,O. Chertov; S. Sakharov. ANALYSIS OF MATHEMATICAL MODELS AND METHODS FOR 3D ENVIRONMENT CHANGE DETECTION FROM IMAGERY. KPI Science News. 2025. https://doi.org/10.20535/kpisn.2025.3.336383,O,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R422,E159,CORE,Ziyi Qiu; Defu Lin; Junning Lv; Zhiwen Sun; Zhangxiong Zheng. A Closed Stockyard UAV Intelligent Inventory System. Journal of Physics Conference Series. 2023. https://doi.org/10.1088/1742-6596/2513/1/012010,Ziyi Qiu; Defu Lin; Junning Lv; Zhiwen Sun; Zhangxiong Zheng,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R423,E479,CORE,Abdul Kadir M. Poonawala. Waste Volume Estimation using Drone based Photogrammetry. [Venue unavailable]. 2021.,Abdul Kadir M,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R424,E69,TRANSFER,"LI T, HU Y, LIU B, et al. Co-registration and residual correction of digital elevation models: a comparative study[J]. The Cryosphere, 2023, 17(12): 5299-5316. DOI: 10.5194/tc-17-5299-2023.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R425,E455,EXCLUDE,Cathleen E. Jones; Scott Hensley; Thierry Michel. Topography-dependent motion compensation: Application to UAVSAR data. [Venue unavailable]. 2009. https://doi.org/10.1109/radar.2009.4977084,Cathleen E,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R426,E335,TRANSFER,Haolin Wang; Wei Hao; Zeren Lv; Haijiang Zhu; Yihong Wu. Maximum Clique-Based Floorplan Association for Robust Multi-Session Stereo SLAM in Challenging Indoor Environments. [Venue unavailable]. 2025. https://doi.org/10.1109/iros60139.2025.11247061,Haolin Wang; Wei Hao; Zeren Lv; Haijiang Zhu; Yihong Wu,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R427,E128,CORE,"YANG L, RAN C, YU Z, HAN F, WU W. Surface reconstruction and volume calculation of grain pile based on point cloud information from multiple viewpoints[J]. *Agriculture*, 2025, 15(11): 1208. DOI: 10.3390/agriculture15111208.",Yang L. et al. 2025,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R428,E152,EXCLUDE,Chaocheng Zhong; Chao Zeng; Shi‐Lu Dai; Chenguang Yang. A 3D Point Cloud Registration Algorithm Generalized Demonstration Trajectory Scheme. 2022 37th Youth Academic Annual Conference of Chinese Association of Automation (YAC). 2022. https://doi.org/10.1109/yac57282.2022.10023652,Chaocheng Zhong; Chao Zeng; Shi‐Lu Dai; Chenguang Yang,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R429,E328,CORE,Thiago Rios Ferreira; José Aurélio Medeiros da Luz; Matheus Henrique de Castro. Live volume of conical stockpile reclaimed by gravity. Research Society and Development. 2022. https://doi.org/10.33448/rsd-v11i6.28908,Thiago Rios Ferreira; José Aurélio Medeiros da Luz; Matheus Henrique de Castro,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R430,E422,EXCLUDE,Andre Mühlenbrock. Shadow-free illumination and projection in surgical environments. Media (https://www.suub.uni-bremen.de/). 2026. https://doi.org/10.26092/elib/5844,Andre Mühlenbrock,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R431,E347,TRANSFER,Ruitao Zhang; Yafei Wang; Ruoyao Li; Zexing Li; Chengliang Liu. MSC-SLAM: Massif Shape Context for Point Cloud Registration and Loop Closing in Unstructured Environment. IEEE Robotics and Automation Letters. 2026. https://doi.org/10.1109/lra.2026.3709645,Ruitao Zhang; Yafei Wang; Ruoyao Li; Zexing Li; Chengliang Liu,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R432,E78,CORE,"KOSHAN Y, MANISH R, JOSEPH M, HABIB A. Alternative LiDAR technologies for stockpile monitoring and reporting[C]. *ISPRS Archives*, 2023, XLVIII-1/W2-2023: 649–656. DOI: 10.5194/isprs-archives-XLVIII-1-W2-2023-649-2023.",Koshan 2023,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R433,E85,CORE,"ZHAO S, LU T-F, KOCH B, HURDSMAN A. Dynamic modelling of 3D stockpile for life-cycle management through sparse range point clouds[J]. *International Journal of Mineral Processing*, 2013, 125: 61–77. DOI: 10.1016/j.minpro.2013.09.009.",Zhao 2013,ABSTRACT/PREVIEW,ABSTRACT-ONLY,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R434,E394,CORE,Milad Zokaei Ashtiani. Remote Sensing Application in Surveying Statewide Asphalt Pavement Aggregate Stockpile Inventory. [Venue unavailable]. 2020. https://doi.org/10.31219/osf.io/bxa5z,Milad Zokaei Ashtiani,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R435,E476,CORE,Siti Nooraiin Mohd Razali; Masiri Kaamin; Amir Khan Suwandi; Nor Farah Atiqah Ahmad; Mardiha Mokhtar; Nor Baizura Hamid; Habib Musa Mohamad; Muhamad Farhan Zaidi; Nur Anis Najwa Ruzman; Muhamad Najhan Md Yusof. Volumetric change calculation for a rock quarry using UAV photogrammetry. UMS Institutional Repository (Universiti Malaysia Sabah). 2020.,Siti Nooraiin Mohd Razali; Masiri Kaamin; Amir Khan Suwandi; Nor Farah Atiqah Ahmad; Mardiha Mokhtar; Nor Baizura Hamid; Habib Musa Mohamad; Muhamad Farhan Zaidi; Nur Anis Najwa Ruzman; Muhamad Najhan Md Yusof,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R436,E75,CORE,"MANISH R, HASHEMINASAB S M, LIU J, et al. Image-aided LiDAR mapping platform and data processing strategy for stockpile volume estimation[J]. *Remote Sensing*, 2022, 14(1): 231. DOI: 10.3390/rs14010231.",Manish 2022,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R437,E162,EXCLUDE,Zhengyang Mu; Zhengyang Mu. A dataset for impervious surface change detection in urban fringe areas. Figshare. 2023. https://doi.org/10.6084/m9.figshare.23309324,Zhengyang Mu; Zhengyang Mu,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R438,E467,CORE,Ilpo Niskanen; Matti Immonen; Lauri Hallman; Martti Mikkonen; Visa Hokkanen; Takeshi Hashimoto; Juha Kostamovaara; Rauno Heikkilä. Using a 2D Profilometer to Determine Volume and Thickness of Stockpiles and Ground Layers of Roads. Journal of Transportation Engineering Part B Pavements. 2022. https://doi.org/10.1061/jpeodx.pveng-1149,Ilpo Niskanen; Matti Immonen; Lauri Hallman; Martti Mikkonen; Visa Hokkanen; Takeshi Hashimoto; Juha Kostamovaara; Rauno Heikkilä,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R439,E442,EXCLUDE,J. B. Blair; M. A. Hofton; David E. Smith. Surface Change Detection Using Large Footprint Laser Altimetry. NASA Technical Reports Server (NASA). 2000.,J,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R440,E90,TRANSFER,"RAMEZANI M, TINCHEV G, IUGANOV E, FALLON M. Online LiDAR-SLAM for legged robots with robust registration and deep-learned loop closure[C]//*IEEE ICRA*. 2020: 4158–4164. DOI: 10.1109/ICRA40945.2020.9196769.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R441,E309,CORE,Yinzhen Wang; Donghai Xie; Shengwei Ren; Zhenxing Sun; Chang Yi; Ran Xiao; Ruofei Zhong. Indoor Coal Inventory Algorithm Using UAV-Based LiDAR SLAM. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. 2025. https://doi.org/10.1109/jstars.2025.3614735,Yinzhen Wang; Donghai Xie; Shengwei Ren; Zhenxing Sun; Chang Yi; Ran Xiao; Ruofei Zhong,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R442,E450,EXCLUDE,Jonathon Parry; Donald H. Costello; Jason Rupert; Gavin Taylor. The National Airworthiness Council artificial intelligence working group (NACAIWG) summit proceedings 2022. Systems Engineering. 2023. https://doi.org/10.1002/sys.21703,Jonathon Parry; Donald H,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R443,E353,EXCLUDE,Dongha Chung; Jinwhan Kim. NV-LIO: LiDAR-Inertial Odometry using Normal Vectors Towards Robust SLAM in Multifloor Environments. arXiv (Cornell University). 2024. https://doi.org/10.48550/arxiv.2405.12563,Dongha Chung; Jinwhan Kim,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R444,E270,TRANSFER,Helene Petschko; Jason Goetz; Max Böttner; Maximilian Firla; Sven Schmidt. Erosion Processes and Mass Movements in Sinkholes Assessed by Terrestrial Structure from Motion Photogrammetry. [Venue unavailable]. 2017. https://doi.org/10.1007/978-3-319-53498-5_26,Helene Petschko; Jason Goetz; Max Böttner; Maximilian Firla; Sven Schmidt,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R445,E263,EXCLUDE,Robert L. Glass. Editor's corner The best and worst of software in the 1980s. Journal of Systems and Software. 1992. https://doi.org/10.1016/0164-1212(92)90088-2,Robert L,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R446,E408,EXCLUDE,Huanjie Wang; Yanglei Tang; Jiyuan Hu; Haibin Liu; Weida Wang; Chao Wei; Chuan Hu; Wenshuo Wang. Robust and High-Precision Point Cloud Registration Method Based on 3D-NDT Algorithm for Vehicle Localization. IEEE Transactions on Vehicular Technology. 2025. https://doi.org/10.1109/tvt.2025.3565922,Huanjie Wang; Yanglei Tang; Jiyuan Hu; Haibin Liu; Weida Wang; Chao Wei; Chuan Hu; Wenshuo Wang,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R447,E169,EXCLUDE,Yiwei Zheng; Yang Xu; Jinpeng Zhang; Delin Luo. A Hybrid SLAM Method for Indoor Micro Aerial Vehicles. [Venue unavailable]. 2019. https://doi.org/10.1109/icca.2019.8900012,Yiwei Zheng; Yang Xu; Jinpeng Zhang; Delin Luo,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R448,E272,EXCLUDE,Jianguo Liu; P. Mason. Essential Image Processing and GIS for Remote Sensing. [Venue unavailable]. 2009. https://doi.org/10.1002/9781118687963,Jianguo Liu; P,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R449,E344,EXCLUDE,J. Dyson. More pandemic reflections. Biophysical Journal. 2021. https://doi.org/10.1016/j.bpj.2021.10.031,J,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R450,E290,TRANSFER,Lijun Zhao; Xin Deng; Ruifeng Li; Xichun Gui; Jingwen Sun; Tuoxi Li; Bo Zhang. Graph-Based Robust Localization of Object-Level Map for Mobile Robotic Navigation. IEEE Transactions on Industrial Electronics. 2023. https://doi.org/10.1109/tie.2023.3245208,Lijun Zhao; Xin Deng; Ruifeng Li; Xichun Gui; Jingwen Sun; Tuoxi Li; Bo Zhang,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R451,E320,EXCLUDE,Yuan Wang; Bisheng Yang; Yiping Chen; Fuxun Liang; Zhen Dong. JoKDNet: A joint keypoint detection and description network for large-scale outdoor TLS point clouds registration. International Journal of Applied Earth Observation and Geoinformation. 2021. https://doi.org/10.1016/j.jag.2021.102534,Yuan Wang; Bisheng Yang; Yiping Chen; Fuxun Liang; Zhen Dong,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R452,E254,EXCLUDE,Jingjuan Liao. Detection of land surface change due to the Wenchuan earthquake using multitemporal advanced land observation satellite-phased array type L-band synthetic aperture radar data. Journal of Applied Remote Sensing. 2009. https://doi.org/10.1117/1.3142466,Jingjuan Liao,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R453,E107,SUPPORT,"ZHANG Y, SHI P, LI J. 3D LiDAR SLAM: a survey[J]. *The Photogrammetric Record*, 2024, 39(186): 457–517. DOI: 10.1111/phor.12497.","ZHANG Y, SHI P, LI J",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R454,E15,SUPPORT,"FISCHLER M A, BOLLES R C. Random sample consensus[J]. Communications of the ACM, 1981, 24(6): 381-395. DOI: 10.1145/358669.358692.","FISCHLER M A, BOLLES R C",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R455,E471,TRANSFER,Wei Zhang; Yihang Wu; Songhua Li; Qi Wang. VGGT-Align: Bridging Local Reconstruction and Global Consistency for Long-Sequence 3D Reconstruction. arXiv (Cornell University). 2026. https://doi.org/10.48550/arxiv.2608.15260,Wei Zhang; Yihang Wu; Songhua Li; Qi Wang,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R456,E412,EXCLUDE,Amit Efraim; Joseph M. Francos. Robust point cloud registration for map-based autonomous robot navigation. EURASIP Journal on Advances in Signal Processing. 2024. https://doi.org/10.1186/s13634-024-01153-z,Amit Efraim; Joseph M,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R457,E166,CORE,Weili Ding; Kai Zhang; Changyu Shao. A fast volume measurement method for obtaining point cloud data from bulk stockpiles. Measurement Science and Technology. 2023. https://doi.org/10.1088/1361-6501/acdc43,Weili Ding; Kai Zhang; Changyu Shao,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R458,E465,CORE,Ireneusz Laks; Krzysztof Achtenberg. Use of Drone LIDAR Scanning for Volume Estimation of Stockpiles Accumulated in Post-Flotation Sedimentation Ponds – A Case Study of Bukowno (Southern Poland). Inżynieria Mineralna. 2025. https://doi.org/10.29227/im-2025-02-02-032,Ireneusz Laks; Krzysztof Achtenberg,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R459,E283,EXCLUDE,Fabio Poiesi; Davide Boscaini. Generalisable and distinctive 3D local deep descriptors for point cloud registration.. arXiv (Cornell University). 2021.,Fabio Poiesi; Davide Boscaini,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R460,E149,TRANSFER,Su Pang; Daniel Kent; Xi Cai; Hothaifa Al-Qassab; Daniel Morris; Hayder Radha. 3D Scan Registration Based Localization for Autonomous Vehicles - A Comparison of NDT and ICP under Realistic Conditions. [Venue unavailable]. 2018. https://doi.org/10.1109/vtcfall.2018.8690819,Su Pang; Daniel Kent; Xi Cai; Hothaifa Al-Qassab; Daniel Morris; Hayder Radha,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
